Index,TagTime,Title,Artist,URL,TrackKey
33,2023-12-20,Past Lives (Sapientdreams Remix),BØRNS,https://www.shazam.com/track/488260493/past-lives-sapientdreams-remix,488260493
34,2023-12-20,Past Lives (Sapientdreams Remix),BØRNS,https://www.shazam.com/track/488260493/past-lives-sapientdreams-remix,488260493
35,2023-12-20,this is what autumn feels like,JVKE,https://www.shazam.com/track/677487089/this-is-what-autumn-feels-like,677487089
36,2023-12-19,La Gloria Eres Tú,Luis Miguel,https://www.shazam.com/track/526497/la-gloria-eres-t%C3%BA,526497
37,2023-12-12,BLOW,"Ed Sheeran, Chris Stapleton & Bruno Mars",https://www.shazam.com/track/470976939/blow,470976939
38,2023-12-12,Marry You,Bruno Mars,https://www.shazam.com/track/53385186/marry-you,53385186
39,2023-12-12,Treasure,Bruno Mars,https://www.shazam.com/track/83254895/treasure,83254895
40,2023-12-12,纤夫的爱 (火星哥DJ版伴奏),Tttt,https://www.shazam.com/track/653650697/%E7%BA%A4%E5%A4%AB%E7%9A%84%E7%88%B1-%E7%81%AB%E6%98%9F%E5%93%A5dj%E7%89%88%E4%BC%B4%E5%A5%8F,653650697
41,2023-12-12,Wake Up in the Sky,"Gucci Mane, Bruno Mars & Kodak Black",https://www.shazam.com/track/439575216/wake-up-in-the-sky,439575216
42,2023-12-03,Al Pie De Un Árbol,Carlos y José,https://www.shazam.com/track/47519567/al-pie-de-un-%C3%A1rbol,47519567
43,2023-11-25,Mr. Blue Sky,Electric Light Orchestra,https://www.shazam.com/track/532369/mr-blue-sky,532369
44,2023-11-22,Redemption,Tore Fagerheim,https://www.shazam.com/track/336558290/redemption,336558290
45,2023-11-22,40 Days,Billie Dean Shoemate III,https://www.shazam.com/track/575372212/40-days,575372212
46,2023-11-10,Uno Mismo,José José,https://www.shazam.com/track/67669848/uno-mismo,67669848
47,2023-09-27,Te Extraño,Luis Miguel,https://www.shazam.com/track/10627232/te-extra%C3%B1o,10627232
48,2023-09-17,Too Crazy [230],Hypnokrono,https://www.shazam.com/track/620821816/too-crazy-230,620821816
49,2023-09-17,happier,Olivia Rodrigo,https://www.shazam.com/track/564095964/happier,564095964
50,2023-09-17,drivers license,Olivia Rodrigo,https://www.shazam.com/track/549952578/drivers-license,549952578
51,2023-09-17,vampire,Olivia Rodrigo,https://www.shazam.com/track/670453090/vampire,670453090
52,2023-09-15,Hedonista,Banda Filarmonica del CECAM & Ely Guerra,https://www.shazam.com/track/106569581/hedonista,106569581
53,2023-09-15,Piel Canela,Eydie Gorme,https://www.shazam.com/track/206892885/piel-canela,206892885
54,2023-09-04,NOUS DEUX,oBruLeBru,https://www.shazam.com/track/652281547/nous-deux,652281547
55,2023-08-23,Recuerdos De Una Noche,Los Pasteles Verdes,https://www.shazam.com/track/54129304/recuerdos-de-una-noche,54129304
56,2023-08-21,Si Tu No Estás,Banda Maguey,https://www.shazam.com/track/228595592/si-t%C3%BA-no-est%C3%A1s,228595592
57,2023-08-12,Mejor así,Mario Bautista & Adriel Favela,https://www.shazam.com/track/661052286/mejor-as%C3%AD,661052286
58,2023-08-11,Wishing Wells (Bossa Nova Version),The Hollywood Jazz All Stars,https://www.shazam.com/track/142855355/wishing-wells-bossa-nova-version,142855355
59,2023-08-04,Colors,Black Pumas,https://www.shazam.com/track/462276207/colors,462276207
60,2023-08-04,Cupid (Twin Version),FIFTY FIFTY,https://www.shazam.com/track/659500584/cupid-twin-version,659500584
61,2023-07-30,L'incontro (1M1),Giovanni Marchetti,https://www.shazam.com/track/156800208/lincontro-1m1,156800208
62,2023-07-29,El Listón De Tu Pelo,Los Ángeles Azules,https://www.shazam.com/track/99137130/el-list%C3%B3n-de-tu-pelo,99137130
63,2023-07-29,Funkytown,"Lipps, Inc.",https://www.shazam.com/track/5908327/funkytown,5908327
64,2023-07-29,La Balada,Cuca,https://www.shazam.com/track/10616852/la-balada,10616852
65,2023-07-28,Espejeando,Los Tucanes de Tijuana,https://www.shazam.com/track/54459281/espejeando,54459281
66,2023-07-28,Natural,Imagine Dragons,https://www.shazam.com/track/430776855/natural,430776855
67,2023-07-27,The Adults Are Talking,The Strokes,https://www.shazam.com/track/467828769/the-adults-are-talking,467828769
68,2023-07-23,Algo de Mí,Camilo Sesto,https://www.shazam.com/track/46868772/algo-de-m%C3%AD,46868772
69,2023-07-18,Nomas Contigo,Mario Quintero,https://www.shazam.com/track/72194207/nomas-contigo,72194207
70,2023-07-13,Horn Concerto: III. Menuet,"Barry Tuckwell, Sir Neville Marriner & Academy of St Martin in the Fields",https://www.shazam.com/track/65194338/horn-concerto-iii-menuet,65194338
71,2023-05-28,needy,Ariana Grande,https://www.shazam.com/track/457375570/needy,457375570
72,2023-05-13,No Sleep Till Brooklyn,Beastie Boys,https://www.shazam.com/track/277488/no-sleep-till-brooklyn,277488
73,2023-05-13,We Care a Lot,Faith No More,https://www.shazam.com/track/61050013/we-care-a-lot,61050013
74,2023-05-13,Dido's Lament,John Murphy,https://www.shazam.com/track/665015616/didos-lament,665015616
75,2023-05-13,Creep (Acoustic),Radiohead,https://www.shazam.com/track/266147/creep-acoustic,266147
76,2023-05-12,"Residente: Bzrp Music Sessions, Vol. 49",Bizarrap & Residente,https://www.shazam.com/track/606872092/residente-bzrp-music-sessions-vol-49,606872092
77,2023-05-12,un x100to,Grupo Frontera & Bad Bunny,https://www.shazam.com/track/663291421/un-x100to,663291421
78,2023-04-27,Manto Estelar,Moenia,https://www.shazam.com/track/10628159/manto-estelar,10628159
79,2023-04-22,Divino Compañero,MARIACHI CRISTIANO,https://www.shazam.com/track/511611239/divino-compa%C3%B1ero,511611239
80,2023-04-21,Leidenschaft (Solo Piano Version),Florian Christl,https://www.shazam.com/track/509818438/leidenschaft-solo-piano-version,509818438
81,2023-04-21,Dancing Wuli,Tony Gerber,https://www.shazam.com/track/442722058/dancing-wuli,442722058
82,2023-04-05,Qué Maldición,Banda MS de Sergio Lizárraga & Snoop Dogg,https://www.shazam.com/track/514334808/qu%C3%A9-maldici%C3%B3n,514334808
83,2023-04-04,Ven Devórame Otra Vez,Lalo Rodríguez,https://www.shazam.com/track/5955027/ven-dev%C3%B3rame-otra-vez,5955027
84,2023-03-23,Here to Stay,Korn,https://www.shazam.com/track/10933190/here-to-stay,10933190
85,2023-02-06,A Dónde Va Nuestro Amor?,Angélica María,https://www.shazam.com/track/55929609/a-d%C3%B3nde-va-nuestro-amor,55929609
86,2023-01-27,The End of the World,Herman's Hermits,https://www.shazam.com/track/40251925/the-end-of-the-world,40251925
87,2023-01-03,Life Letters,Never Get Used To People,https://www.shazam.com/track/436990650/life-letters,436990650
88,2023-01-01,As It Was,Harry Styles,https://www.shazam.com/track/609260140/as-it-was,609260140
89,2022-12-25,Kimiwo Nosete,MUSIC BOX HEALING COLLECTION,https://www.shazam.com/track/202523583/kimiwo-nosete,202523583
90,2022-12-24,Born To Move,Creedence Clearwater Revival,https://www.shazam.com/track/200236/born-to-move,200236
91,2022-12-24,Chale (En Vivo),Eden Muñoz,https://www.shazam.com/track/604212312/chale-en-vivo,604212312
92,2022-12-23,Meditation of the Sky,Andrei Krylov,https://www.shazam.com/track/92227975/meditation-of-the-sky,92227975
93,2022-12-20,Ven a Mi Casa Esta Navidad,Luis Aguilé,https://www.shazam.com/track/46855856/ven-a-mi-casa-esta-navidad,46855856
94,2022-12-20,golden hour,JVKE,https://www.shazam.com/track/620822112/golden-hour,620822112
95,2022-12-12,For the First Time,Mac DeMarco,https://www.shazam.com/track/340431909/for-the-first-time,340431909
96,2022-12-12,¿Y Cómo Es Él? (Remasterizado),Vicente Fernández,https://www.shazam.com/track/55967165/y-c%C3%B3mo-es-%C3%A9l-remasterizado,55967165
97,2022-12-09,La Culebra,Banda Sinaloense MM,https://www.shazam.com/track/59371671/la-culebra,59371671
98,2022-12-09,La Banda Borracha,Banda Sinaloense MM,https://www.shazam.com/track/56236444/la-banda-borracha,56236444
99,2022-12-06,Crystals,Isolate.exe,https://www.shazam.com/track/600903591/crystals,600903591
100,2022-12-06,Murder In My Mind,Kordhell,https://www.shazam.com/track/600193629/murder-in-my-mind,600193629
101,2022-12-06,Murder In My Mind,Kordhell,https://www.shazam.com/track/600193629/murder-in-my-mind,600193629
102,2022-12-05,Unsainted,Slipknot,https://www.shazam.com/track/467871366/unsainted,467871366
103,2022-12-03,Desire (Gryffin Remix),Years & Years,https://www.shazam.com/track/278281622/desire-gryffin-remix,278281622
104,2022-12-03,Ocean Drive,Duke Dumont,https://www.shazam.com/track/276475110/ocean-drive,276475110
105,2022-12-03,Ramito De Violetas,Mi Banda El Mexicano,https://www.shazam.com/track/56181586/ramito-de-violetas,56181586
106,2022-12-01,Flying,Last Dinosaurs,https://www.shazam.com/track/510775870/flying,510775870
107,2022-12-01,I Will Follow You,Ricky Nelson,https://www.shazam.com/track/5141349/i-will-follow-you,5141349
108,2022-12-01,Círculo De Amor,El Gran Silencio,https://www.shazam.com/track/40377617/c%C3%ADrculo-de-amor,40377617
109,2022-11-30,New Gold (feat. Bootie Brown & Tame Impala),Gorillaz,https://www.shazam.com/track/629623450/new-gold-feat-bootie-brown-tame-impala,629623450
110,2022-11-30,"Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156)",Florian Christl,https://www.shazam.com/track/444003431/vivaldi-variation-arr-for-piano-from-concerto-for-strings,444003431
111,2022-11-16,Angel For Excrement (Original Version),Cool MoHo,https://www.shazam.com/track/538235642/angel-for-excrement-original-version,538235642
112,2022-11-07,Paris,Else,https://www.shazam.com/track/316815447/paris,316815447
113,2022-11-06,Dance Monkey,Tones And I,https://www.shazam.com/track/466040067/dance-monkey,466040067
114,2022-10-17,Skyfall,Adele,https://www.shazam.com/track/69704122/skyfall,69704122
115,2022-10-15,Lights,"Florian Christl, Esther Abrami & The Modern String Quintet",https://www.shazam.com/track/509818433/lights,509818433
116,2022-10-15,The Power of Love (Improvised live at Art Korner Gallery in Second LIfe) [Live],Keith Butler,https://www.shazam.com/track/609039772/the-power-of-love-improvised-live-at-art-korner-gallery,609039772
117,2022-10-15,"Concerto for Strings In G Minor, RV 156: I. Allegro",Concerto Köln,https://www.shazam.com/track/92035831/concerto-for-strings-in-g-minor-rv-156-i-allegro,92035831
118,2022-10-15,"Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156)",Florian Christl,https://www.shazam.com/track/444003431/vivaldi-variation-arr-for-piano-from-concerto-for-strings,444003431
119,2022-10-04,Carry On,Avenged Sevenfold,https://www.shazam.com/track/68096315/carry-on,68096315
120,2022-10-01,Lobo Hombre en París,La Unión,https://www.shazam.com/track/61031041/lobo-hombre-en-par%C3%ADs,61031041
121,2022-09-30,Gizeh,Oskar Schuster,https://www.shazam.com/track/313510035/gizeh,313510035
122,2022-09-23,I'm Nothin' Without You,Astrud Gilberto,https://www.shazam.com/track/40407909/im-nothin-without-you,40407909
123,2022-09-20,Child In Time,Deep Purple,https://www.shazam.com/track/282208/child-in-time,282208
124,2022-08-31,Tú Y Yo,Raymix & Paulina Rubio,https://www.shazam.com/track/510283516/t%C3%BA-y-yo,510283516
125,2022-08-24,Lamento Boliviano,Los Enanitos Verdes,https://www.shazam.com/track/110454478/lamento-boliviano,110454478
126,2022-08-24,El Mango Relajado,Wapayasos y Horripicosos,https://www.shazam.com/track/401190221/el-mango-relajado,401190221
127,2022-08-24,Diséñame,Joan Sebastian,https://www.shazam.com/track/60400453/dis%C3%A9%C3%B1ame,60400453
128,2022-08-24,Chale (En Vivo),Eden Muñoz,https://www.shazam.com/track/604212312/chale-en-vivo,604212312
129,2022-08-16,Mooo!,Doja Cat,https://www.shazam.com/track/435575300/mooo,435575300
130,2022-08-16,Full Throttle (Earthspace Remix),Alpha Portal,https://www.shazam.com/track/438510427/full-throttle-earthspace-remix,438510427
131,2022-08-16,Omnia,Andrea Signore & Mha Iri,https://www.shazam.com/track/500095899/omnia,500095899
132,2022-08-10,Un Amor para la Historia (Bolero/Balada),Gilberto Santa Rosa,https://www.shazam.com/track/55894855/un-amor-para-la-historia-bolero-balada,55894855
133,2022-08-07,James Bond,Paper Idol,https://www.shazam.com/track/562616089/james-bond,562616089
134,2022-08-07,The Diary,Relajar,https://www.shazam.com/track/605288594/the-diary,605288594
135,2022-08-02,Natural,Imagine Dragons,https://www.shazam.com/track/430776855/natural,430776855
136,2022-08-01,Another Victory,Cypress Hill,https://www.shazam.com/track/10006871/another-victory,10006871
137,2022-07-31,15,Marilyn Manson,https://www.shazam.com/track/48998576/15,48998576
138,2022-07-29,Attention,Charlie Puth,https://www.shazam.com/track/349501879/attention,349501879
139,2022-07-29,Attention,Charlie Puth,https://www.shazam.com/track/349501879/attention,349501879
140,2022-07-28,Discolored Eyes,Velvet Acid Christ,https://www.shazam.com/track/60039168/discolored-eyes,60039168
141,2022-07-28,Magnifishit,Skinny Puppy,https://www.shazam.com/track/57274101/magnifishit,57274101
142,2022-07-27,The Dirt (Est. 1981) [feat. Machine Gun Kelly],Mötley Crüe,https://www.shazam.com/track/457988481/the-dirt-est-1981-feat-machine-gun-kelly,457988481
143,2022-07-18,Bitter Sweet Symphony,The Verve,https://www.shazam.com/track/5885130/bitter-sweet-symphony,5885130
144,2022-07-15,El Apagón,Bad Bunny,https://www.shazam.com/track/614341392/el-apag%C3%B3n,614341392
145,2022-07-10,"Never Gonna Stop (The Red, Red Kroovy)",Rob Zombie,https://www.shazam.com/track/5161404/never-gonna-stop-the-red-red-kroovy,5161404
146,2022-07-10,N 2 Gether Now,Limp Bizkit,https://www.shazam.com/track/5938970/n-2-gether-now,5938970
147,2022-07-10,Lithium,Nirvana,https://www.shazam.com/track/10530797/lithium,10530797
148,2022-07-10,Disposable Teens,Marilyn Manson,https://www.shazam.com/track/219537/disposable-teens,219537
149,2022-07-08,Flying,Last Dinosaurs,https://www.shazam.com/track/510775870/flying,510775870
150,2022-07-07,মাসুদ পোপুলার মিউজিক১,Masud Rana,https://www.shazam.com/track/590485592/%E0%A6%AE-%E0%A6%B8-%E0%A6%A6-%E0%A6%AA-%E0%A6%AA-%E0%A6%B2-%E0%A6%B0-%E0%A6%AE-%E0%A6%89%E0%A6%9C-%E0%A6%95%E0%A7%A7,590485592
151,2022-07-04,The Bad Touch,Bloodhound Gang,https://www.shazam.com/track/5920625/the-bad-touch,5920625
152,2022-06-27,Whiplash (Remastered),Metallica,https://www.shazam.com/track/242138/whiplash-remastered,242138
153,2022-06-25,Return of the Tres,Delinquent Habits,https://www.shazam.com/track/10003349/return-of-the-tres,10003349
154,2022-06-24,Click Click Boom,Saliva,https://www.shazam.com/track/20084543/click-click-boom,20084543
155,2022-06-24,Tears of the Dragon (Live At The Marquee),Bruce Dickinson,https://www.shazam.com/track/333903/tears-of-the-dragon-live-at-the-marquee,333903
156,2022-06-24,Forever and One (Neverland),Helloween,https://www.shazam.com/track/3139476/forever-and-one-neverland,3139476
157,2022-06-24,Wasting Love,Iron Maiden,https://www.shazam.com/track/264431/wasting-love,264431
158,2022-06-24,No More Tears,Ozzy Osbourne,https://www.shazam.com/track/5222205/no-more-tears,5222205
159,2022-06-24,Cowboys from Hell,Pantera,https://www.shazam.com/track/244464/cowboys-from-hell,244464
160,2022-06-24,Sad But True,Metallica,https://www.shazam.com/track/10314012/sad-but-true,10314012
161,2022-06-21,Designated Driver,Civin,https://www.shazam.com/track/602447234/designated-driver,602447234
162,2022-06-15,love nwantiti (feat. ElGrande Toto) [North African Remix],CKay,https://www.shazam.com/track/534126704/love-nwantiti-feat-elgrande-toto-north-african-remix,534126704
163,2022-06-13,Somebody's Watching Me,Rockwell,https://www.shazam.com/track/99111081/somebodys-watching-me,99111081
164,2022-06-12,If,Bread,https://www.shazam.com/track/44544795/if,44544795
165,2022-06-08,Paris,Else,https://www.shazam.com/track/316815447/paris,316815447
166,2022-06-05,Me Parece Que Me Estoy Enamorando,Los Brios,https://www.shazam.com/track/10579273/me-parece-que-me-estoy-enamorando,10579273
167,2022-06-01,The Thrill Is Gone,B.B. King,https://www.shazam.com/track/3028641/the-thrill-is-gone,3028641
168,2022-06-01,The Thrill Is Gone,B.B. King,https://www.shazam.com/track/3028641/the-thrill-is-gone,3028641
169,2022-05-31,Sunshine of Your Love,Cream,https://www.shazam.com/track/84502560/sunshine-of-your-love,84502560
170,2022-05-31,Archers,Brand New,https://www.shazam.com/track/44660138/archers,44660138
171,2022-05-30,Foxey Lady,The Jimi Hendrix Experience,https://www.shazam.com/track/234408/foxey-lady,234408
172,2022-05-30,(I Love You) For Sentimental Reasons [Alternate Take],"Nat ""King"" Cole",https://www.shazam.com/track/64873477/for-sentimental-reasons,64873477
173,2022-05-30,Tell It Like It Is,Aaron Neville,https://www.shazam.com/track/674127/tell-it-like-it-is,674127
174,2022-05-30,When A Man Loves A Woman (Re-Recorded),Percy Sledge,https://www.shazam.com/track/313108/when-a-man-loves-a-woman-re-recorded,313108
175,2022-05-28,Se Acabo (feat. Method Man) [Remix],The Beatnuts,https://www.shazam.com/track/275594/se-acabo-feat-method-man-remix,275594
176,2022-05-19,Marion Barfs,Clint Mansell & Kronos Quartet,https://www.shazam.com/track/20011803/marion-barfs,20011803
177,2022-05-19,Piano Piano,Raúl Di Blasio,https://www.shazam.com/track/54139255/piano-piano,54139255
178,2022-05-19,Aguas de Invierno,Raúl Di Blasio,https://www.shazam.com/track/45664766/aguas-de-invierno,45664766
179,2022-05-19,Passing By,Yiruma,https://www.shazam.com/track/40333610/passing-by,40333610
180,2022-05-17,"Piano Concerto in A Minor, Op. 16: II. Adagio","Sir Neville Marriner, London Symphony Orchestra & Cécile Ousset",https://www.shazam.com/track/71978572/piano-concerto-in-a-minor-op-16-ii-adagio,71978572
181,2022-05-15,"Concerto Grosso Op. 3/2, 1. Vivace",Georg Friedrich Haendel,https://www.shazam.com/track/114311694/concerto-grosso-op-3-2-1-vivace,114311694
182,2022-05-15,"24 Preludes, Op. 28: No. 4 in E Minor",Susanne Grutzmann,https://www.shazam.com/track/55039677/24-preludes-op-28-no-4-in-e-minor,55039677
183,2022-05-15,"Nocturne No. 1 in B-Flat Minor, Op. 9 No. 1",Elisabeth Leonskaja,https://www.shazam.com/track/56159892/nocturne-no-1-in-b-flat-minor-op-9-no-1,56159892
184,2022-05-15,"12 Etudes, Op. 10: No. 3 in E Major, 'Tristesse'",Boris Berezovsky,https://www.shazam.com/track/54778719/12-etudes-op-10-no-3-in-e-major-tristesse,54778719
185,2022-05-15,Pavane Pour Une Infante Défunte,Monique Haas,https://www.shazam.com/track/61093609/pavane-pour-une-infante-d%C3%A9funte,61093609
186,2022-05-15,"Suite bergamasque, L. 75: III. Clair de lune",Monique Haas,https://www.shazam.com/track/55038995/suite-bergamasque-l-75-iii-clair-de-lune,55038995
187,2022-05-15,Shot,The Rasmus,https://www.shazam.com/track/41368941/shot,41368941
188,2022-05-15,In the Shadows,The Rasmus,https://www.shazam.com/track/20153996/in-the-shadows,20153996
189,2022-05-11,Tú,Sabino,https://www.shazam.com/track/468491955/t%C3%BA,468491955
190,2022-05-11,Hasta Quemarnos,Kinky,https://www.shazam.com/track/46645408/hasta-quemarnos,46645408
191,2022-05-11,Eras Tú,Leonel García,https://www.shazam.com/track/52705458/eras-t%C3%BA,52705458
192,2022-05-11,Nunca Es Suficiente,Natalia Lafourcade,https://www.shazam.com/track/224726960/nunca-es-suficiente,224726960
193,2022-05-11,Lo Que Construimos,Natalia Lafourcade,https://www.shazam.com/track/230790352/lo-que-construimos,230790352
194,2022-05-11,Hasta la Raíz,Natalia Lafourcade,https://www.shazam.com/track/163882013/hasta-la-ra%C3%ADz,163882013
195,2022-05-11,Desvelado,Bobby Pulido,https://www.shazam.com/track/47307693/desvelado,47307693
196,2022-05-11,Quiero Que Me Quieras,"Tato ""El Cursi"" Verduzco (Gael García Bernal)",https://www.shazam.com/track/68621704/quiero-que-me-quieras,68621704
197,2022-05-10,Smile,Madeleine Peyroux,https://www.shazam.com/track/44554890/smile,44554890
198,2022-05-10,La Vie En Rose,Louis Armstrong,https://www.shazam.com/track/52824504/la-vie-en-rose,52824504
199,2022-05-10,Havana,DJ Ruben,https://www.shazam.com/track/527469047/havana,527469047
200,2022-05-10,Havana,DJ Ruben,https://www.shazam.com/track/527469047/havana,527469047
201,2022-05-09,Riptide,Vance Joy,https://www.shazam.com/track/82244736/riptide,99018782
202,2022-05-05,"Violin Concerto No. 5 in A Major, K. 219 ""Turkish"": I. Allegro aperto",Christian Tetzlaff & Deutsche Kammerphilharmonie Bremen,https://www.shazam.com/track/48116166/violin-concerto-no-5-in-a-major-k-219-turkish-i-allegro-aperto,48116166
203,2022-05-05,"Rondo Alla Turca 60"",""Agoy Project Orchestra",https://www.shazam.com/track/429195274/rondo-alla-turca-60,429195274,
204,2022-05-05,"Piano Sonata No. 11 in A Major, K. 331/300i: I. Tema con variazione",Anne Queffélec,https://www.shazam.com/track/465384106/piano-sonata-no-11-in-a-major-k-331-300i-i-tema-con-variazione,465384106
205,2022-05-05,Concerto for Piano and Orchestra No. 20 In D Minor - K466 - II Romanza,Various Artists & Academy Of St. Christopher Orchestra,https://www.shazam.com/track/214134539/concerto-for-piano-and-orchestra-no-20-in-d-minor-k466,214134539
206,2022-05-05,"Fantasy No. 3 in D Minor, K. 397",Helga Sommer,https://www.shazam.com/track/68975270/fantasy-no-3-in-d-minor-k-397,68975270
207,2022-05-05,"Concerto For Two Pianos, K. 365, 3rd Movement",Sir Neville Marriner & Academy of St Martin in the Fields,https://www.shazam.com/track/11140445/concerto-for-two-pianos-k-365-3rd-movement,11140445
208,2022-05-05,"Symphony No. 8 In D Major, K. 48: III. Minuetto",Chamber Armonie Orchestra,https://www.shazam.com/track/77058527/symphony-no-8-in-d-major-k-48-iii-minuetto,77058527
209,2022-05-05,Déjalo Todo,José José,https://www.shazam.com/track/48496738/d%C3%A9jalo-todo,48496738
210,2022-05-05,Schubert : Ellens Gesang III D839 [Ave Maria],Barbara Bonney & Geoffrey Parsons,https://www.shazam.com/track/241150517/schubert-ellens-gesang-iii-d839-ave-maria,241150517
211,2022-05-03,Super Mario Land Overworld,ReadyPlayerOne,https://www.shazam.com/track/147446399/super-mario-land-overworld,147446399
212,2022-05-03,The Killers Matt Pinfield Interview (Exclusive To Tower Records),The Killers,https://www.shazam.com/track/444991553/the-killers-matt-pinfield-interview-exclusive-to-tower-records,444991553
213,2022-04-30,One,Metallica,https://www.shazam.com/track/10104481/one,10104481
214,2022-04-30,15,Marilyn Manson,https://www.shazam.com/track/48998576/15,48998576
215,2022-04-30,Arma-Goddamn-Motherfuckin-Geddon,Marilyn Manson,https://www.shazam.com/track/48854187/arma-goddamn-motherfuckin-geddon,48854187
216,2022-04-26,Can't Smile Without You,Barry Manilow,https://www.shazam.com/track/5226748/cant-smile-without-you,5226748
217,2022-04-26,Can't Smile Without You,Barry Manilow,https://www.shazam.com/track/5226748/cant-smile-without-you,5226748
218,2022-04-20,Merlin,Flowing Tears,https://www.shazam.com/track/10088520/merlin,10088520
219,2022-04-17,"Fukashigi no Karte (From ""Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai"") [Lofi Hip Hop Version]",Otaku Girl,https://www.shazam.com/track/607001210/fukashigi-no-karte-from-seishun-buta-yarou-wa-bunny,607001210
